precision,recall
0.0009539277,0.6019900498
0.0009475155,0.5970149254
0.0009491043,0.5970149254
0.000942425,0.592039801
0.0009436805,0.592039801
0.0009447819,0.592039801
0.0009461716,0.592039801
0.0009473165,0.592039801
0.0009405538,0.5870646766
0.0009257855,0.5771144279
0.0009190368,0.5721393035
0.0009203019,0.5721393035
0.000913835,0.5671641791
0.0008989341,0.5572139303
0.0009001479,0.5572139303
0.0009011764,0.5572139303
0.0009020982,0.5572139303
0.0009031457,0.5572139303
0.0009041883,0.5572139303
0.0008972307,0.552238806
0.0008982617,0.552238806
0.0008992951,0.552238806
0.0008921041,0.5472636816
0.0008929151,0.5472636816
0.0008856748,0.5422885572
0.0008867845,0.5422885572
0.0008878318,0.5422885572
0.0008886425,0.5422885572
0.0008896942,0.5422885572
0.0008826342,0.5373134328
0.0008835368,0.5373134328
0.0008844412,0.5373134328
0.0008853185,0.5373134328
0.0008864593,0.5373134328
0.0008874573,0.5373134328
0.0008889182,0.5373134328
0.0008832828,0.5323383085
0.0008857323,0.5323383085
0.0008879226,0.5323383085
0.0008897981,0.5323383085
0.0008915998,0.5323383085
0.0008931031,0.5323383085
0.0008944245,0.5323383085
0.0008958698,0.5323383085
0.0008892319,0.5273631841
0.0008919406,0.5273631841
0.0008952703,0.5273631841
0.0008971874,0.5273631841
0.0008986706,0.5273631841
0.0008999066,0.5273631841
0.0009008932,0.5273631841
0.0009016902,0.5273631841
0.0009025424,0.5273631841
0.0009033116,0.5273631841
0.0009041051,0.5273631841
0.0009048383,0.5273631841
0.0009057429,0.5273631841
0.0009068045,0.5273631841
0.0009075653,0.5273631841
0.0009084053,0.5273631841
0.0009093639,0.5273631841
0.0009103479,0.5273631841
0.0009113262,0.5273631841
0.0009121026,0.5273631841
0.0009131161,0.5273631841
0.000913927,0.5273631841
0.0009147394,0.5273631841
0.000915482,0.5273631841
0.000916313,0.5273631841
0.0009170264,0.5273631841
0.0009178363,0.5273631841
0.0009184407,0.5273631841
0.0009192053,0.5273631841
0.0009199872,0.5273631841
0.0009208023,0.5273631841
0.0009215949,0.5273631841
0.0009225092,0.5273631841
0.0009146899,0.5223880597
0.0009155593,0.5223880597
0.0009163743,0.5223880597
0.0009171507,0.5223880597
0.0009179044,0.5223880597
0.0009187959,0.5223880597
0.0009196328,0.5223880597
0.0009205601,0.5223880597
0.0009216509,0.5223880597
0.000922493,0.5223880597
0.0009233042,0.5223880597
0.0009242063,0.5223880597
0.000916348,0.5174129353
0.0009171399,0.5174129353
0.0009180062,0.5174129353
0.0009187441,0.5174129353
0.0009198412,0.5174129353
0.0009206391,0.5174129353
0.000921512,0.5174129353
0.0009223783,0.5174129353
0.000923361,0.5174129353
0.0009155474,0.5124378109
0.0009165006,0.5124378109
0.0009175538,0.5124378109
0.0009185848,0.5124378109
0.0009196182,0.5124378109
0.0009206869,0.5124378109
0.0009127272,0.5074626866
0.0009136919,0.5074626866
0.0009146341,0.5074626866
0.0009154961,0.5074626866
0.0009165491,0.5074626866
0.0009178109,0.5074626866
0.0009187865,0.5074626866
0.0009197807,0.5074626866
0.0009207937,0.5074626866
0.0009221256,0.5074626866
0.000923244,0.5074626866
0.0009243568,0.5074626866
0.0009254891,0.5074626866
0.0009266409,0.5074626866
0.0009278125,0.5074626866
0.0009287334,0.5074626866
0.0009297323,0.5074626866
0.0009310222,0.5074626866
0.0009323668,0.5074626866
0.0009335188,0.5074626866
0.0009346394,0.5074626866
0.0009357455,0.5074626866
0.0009367165,0.5074626866
0.0009421675,0.5074626866
0.0009438764,0.5074626866
0.0009481404,0.5074626866
0.0009494378,0.5074626866
0.0009514393,0.5074626866
0.0009564353,0.5074626866
0.0009582323,0.5074626866
0.0009505972,0.5024875622
0.0009521296,0.5024875622
0.0009536579,0.5024875622
0.0009457517,0.4975124378
0.0009479572,0.4975124378
0.0009494332,0.4975124378
0.0009510676,0.4975124378
0.0009527348,0.4975124378
0.0009543624,0.4975124378
0.0009560595,0.4975124378
0.0009577443,0.4975124378
0.0009591314,0.4975124378
0.0009608363,0.4975124378
0.0009530411,0.4925373134
0.000954769,0.4925373134
0.0009563185,0.4925373134
0.0009579007,0.4925373134
0.0009595906,0.4925373134
0.0009519092,0.4875621891
0.0009536414,0.4875621891
0.0009554916,0.4875621891
0.0009574894,0.4875621891
0.0009595989,0.4875621891
0.0009617555,0.4875621891
0.0009636185,0.4875621891
0.0009653841,0.4875621891
0.0009671753,0.4875621891
0.0009691552,0.4875621891
0.0009714031,0.4875621891
0.0009733133,0.4875621891
0.0009657603,0.4825870647
0.0009680349,0.4825870647
0.0009701746,0.4825870647
0.0009725091,0.4825870647
0.0009747372,0.4825870647
0.0009769953,0.4825870647
0.0009793429,0.4825870647
0.0009817814,0.4825870647
0.000984262,0.4825870647
0.0009867852,0.4825870647
0.0009892004,0.4825870647
0.0009917998,0.4825870647
0.0009941377,0.4825870647
0.0009969987,0.4825870647
0.0010002269,0.4825870647
0.0010034552,0.4825870647
0.0010068194,0.4825870647
0.0010101536,0.4825870647
0.0010134041,0.4825870647
0.001016569,0.4825870647
0.0010195609,0.4825870647
0.001022786,0.4825870647
0.0010260641,0.4825870647
0.0010293415,0.4825870647
0.0010221465,0.4776119403
0.0010254876,0.4776119403
0.0010293913,0.4776119403
0.0010330912,0.4776119403
0.0010262061,0.4726368159
0.0010297656,0.4726368159
0.0010333275,0.4726368159
0.00103705,0.4726368159
0.0010407651,0.4726368159
0.001045024,0.4726368159
0.0010489356,0.4726368159
0.0010528766,0.4726368159
0.0010572707,0.4726368159
0.0010624734,0.4726368159
0.0010673438,0.4726368159
0.0010714366,0.4726368159
0.0010755245,0.4726368159
0.0010800364,0.4726368159
0.0010666238,0.4626865672
0.0010716755,0.4626865672
0.0010761024,0.4626865672
0.0010810434,0.4626865672
0.0010863344,0.4626865672
0.0010914212,0.4626865672
0.0010964783,0.4626865672
0.0011011521,0.4626865672
0.0011062868,0.4626865672
0.0011122938,0.4626865672
0.001118111,0.4626865672
0.0011241524,0.4626865672
0.0011308366,0.4626865672
0.0011372391,0.4626865672
0.001143377,0.4626865672
0.0011500365,0.4626865672
0.001156055,0.4626865672
0.0011619336,0.4626865672
0.0011679162,0.4626865672
0.0011740942,0.4626865672
0.0011677794,0.4577114428
0.0011739186,0.4577114428
0.0011814108,0.4577114428
0.001188262,0.4577114428
0.001195333,0.4577114428
0.0012017504,0.4577114428
0.001209174,0.4577114428
0.0012170117,0.4577114428
0.0012239902,0.4577114428
0.0012323519,0.4577114428
0.0012402766,0.4577114428
0.0012479314,0.4577114428
0.0012560413,0.4577114428
0.0012635974,0.4577114428
0.0012701393,0.4577114428
0.0012655059,0.4527363184
0.0012737249,0.4527363184
0.0012825211,0.4527363184
0.0012915496,0.4527363184
0.0013004087,0.4527363184
0.0013094279,0.4527363184
0.0013035732,0.447761194
0.0013130252,0.447761194
0.0013221878,0.447761194
0.0013322675,0.447761194
0.0013640497,0.447761194
0.0013735635,0.447761194
0.0013880321,0.447761194
0.0013832978,0.4427860697
0.0013940666,0.4427860697
0.0014055369,0.4427860697
0.0014181007,0.4427860697
0.0014305232,0.4427860697
0.0014278529,0.4378109453
0.0014405684,0.4378109453
0.0014527205,0.4378109453
0.0014673514,0.4378109453
0.0014798621,0.4378109453
0.0014950477,0.4378109453
0.0015090198,0.4378109453
0.0015071982,0.4328358209
0.001505655,0.4278606965
0.0015204554,0.4278606965
0.0015367845,0.4278606965
0.0015525427,0.4278606965
0.001570174,0.4278606965
0.0015865695,0.4278606965
0.0015868275,0.4228855721
0.0016047122,0.4228855721
0.0016228807,0.4228855721
0.0016422265,0.4228855721
0.0016623641,0.4228855721
0.0016814369,0.4228855721
0.0017015314,0.4228855721
0.0017220073,0.4228855721
0.001744019,0.4228855721
0.0017449832,0.4179104478
0.0018064516,0.4179104478
0.0018317415,0.4179104478
0.0018567229,0.4179104478
0.001840009,0.407960199
0.0018642719,0.407960199
0.01313892,0.407960199
0.0424211071,0.407960199
0.0453790814,0.407960199
0.0455049945,0.407960199
0.0455555556,0.407960199
0.0456062291,0.407960199
0.0457079153,0.407960199
0.0457589286,0.407960199
0.0452513966,0.4029850746
0.0453527436,0.4029850746
0.0454545455,0.4029850746
0.0456081081,0.4029850746
0.0456338028,0.4029850746
0.0456595265,0.4029850746
0.0462328767,0.4029850746
0.0466052934,0.4029850746
0.0466321244,0.4029850746
0.0466589862,0.4029850746
0.0467397576,0.4029850746
0.0462160601,0.3980099502
0.0462427746,0.3980099502
0.0462962963,0.3980099502
0.0462962963,0.3980099502
0.0463768116,0.3980099502
0.046484602,0.3980099502
0.046484602,0.3980099502
0.0465386853,0.3980099502
0.0465928946,0.3980099502
0.2332361516,0.3980099502
0.2359882006,0.3980099502
0.2380952381,0.3980099502
0.2453416149,0.3930348259
0.2573289902,0.3930348259
0.2598684211,0.3930348259
0.261589404,0.3930348259
0.2624584718,0.3930348259
0.2624584718,0.3930348259
0.2633333333,0.3930348259
0.2642140468,0.3930348259
0.2668918919,0.3930348259
0.2668918919,0.3930348259
0.2668918919,0.3930348259
0.2733564014,0.3930348259
0.2743055556,0.3930348259
0.2762237762,0.3930348259
0.2762237762,0.3930348259
0.2762237762,0.3930348259
0.2736842105,0.3880597015
0.2756183746,0.3880597015
0.2756183746,0.3880597015
0.2756183746,0.3880597015
0.2730496454,0.3830845771
0.2740213523,0.3830845771
0.2759856631,0.3830845771
0.2769784173,0.3830845771
0.30078125,0.3830845771
0.30078125,0.3830845771
0.3019607843,0.3830845771
0.3043478261,0.3830845771
0.3055555556,0.3830845771
0.3067729084,0.3830845771
0.3067729084,0.3830845771
0.3067729084,0.3830845771
0.308,0.3830845771
0.3092369478,0.3830845771
0.3036437247,0.3731343284
0.3036437247,0.3731343284
0.3036437247,0.3731343284
0.3036437247,0.3731343284
0.306122449,0.3731343284
0.306122449,0.3731343284
0.3073770492,0.3731343284
0.3073770492,0.3731343284
0.3086419753,0.3731343284
0.3099173554,0.3731343284
0.3070539419,0.368159204
0.3083333333,0.368159204
0.3083333333,0.368159204
0.3109243697,0.368159204
0.313559322,0.368159204
0.3162393162,0.368159204
0.3162393162,0.368159204
0.3175965665,0.368159204
0.3217391304,0.368159204
0.3231441048,0.368159204
0.3274336283,0.368159204
0.3273542601,0.3631840796
0.3257918552,0.3582089552
0.3272727273,0.3582089552
0.3287671233,0.3582089552
0.3302752294,0.3582089552
0.3333333333,0.3582089552
0.3333333333,0.3582089552
0.3348837209,0.3582089552
0.3286384977,0.3482587065
0.3286384977,0.3482587065
0.3301886792,0.3482587065
0.3333333333,0.3482587065
0.3301435407,0.3432835821
0.3317307692,0.3432835821
0.3317307692,0.3432835821
0.3333333333,0.3432835821
0.3333333333,0.3432835821
0.3333333333,0.3432835821
0.3365853659,0.3432835821
0.3382352941,0.3432835821
0.3366336634,0.3383084577
0.34,0.3383084577
0.3417085427,0.3383084577
0.345177665,0.3383084577
0.345177665,0.3383084577
0.3469387755,0.3383084577
0.3469387755,0.3383084577
0.3487179487,0.3383084577
0.3541666667,0.3383084577
0.3526315789,0.3333333333
0.3526315789,0.3333333333
0.3526315789,0.3333333333
0.3510638298,0.328358209
0.3567567568,0.328358209
0.3586956522,0.328358209
0.3606557377,0.328358209
0.3626373626,0.328358209
0.364640884,0.328358209
0.364640884,0.328358209
0.364640884,0.328358209
0.3611111111,0.3233830846
0.3631284916,0.3233830846
0.3651685393,0.3233830846
0.3651685393,0.3233830846
0.3651685393,0.3233830846
0.3651685393,0.3233830846
0.3651685393,0.3233830846
0.3714285714,0.3233830846
0.3714285714,0.3233830846
0.3714285714,0.3233830846
0.3714285714,0.3233830846
0.3757225434,0.3233830846
0.3779069767,0.3233830846
0.3779069767,0.3233830846
0.3779069767,0.3233830846
0.3779069767,0.3233830846
0.3823529412,0.3233830846
0.3892215569,0.3233830846
0.3915662651,0.3233830846
0.3926380368,0.3184079602
0.3950617284,0.3184079602
0.397515528,0.3184079602
0.4025157233,0.3184079602
0.4025157233,0.3184079602
0.4038461538,0.3134328358
0.4038461538,0.3134328358
0.4064516129,0.3134328358
0.4064516129,0.3134328358
0.4117647059,0.3134328358
0.4117647059,0.3134328358
0.4144736842,0.3134328358
0.4144736842,0.3134328358
0.417218543,0.3134328358
0.42,0.3134328358
0.42,0.3134328358
0.42,0.3134328358
0.4228187919,0.3134328358
0.4228187919,0.3134328358
0.4189189189,0.3084577114
0.4189189189,0.3084577114
0.4189189189,0.3084577114
0.4189189189,0.3084577114
0.4189189189,0.3084577114
0.4189189189,0.3084577114
0.4217687075,0.3084577114
0.4217687075,0.3084577114
0.4246575342,0.3084577114
0.4246575342,0.3084577114
0.4275862069,0.3084577114
0.4265734266,0.3034825871
0.4265734266,0.3034825871
0.4265734266,0.3034825871
0.4265734266,0.3034825871
0.4295774648,0.3034825871
0.4316546763,0.2985074627
0.4347826087,0.2985074627
0.4347826087,0.2985074627
0.4347826087,0.2985074627
0.4347826087,0.2985074627
0.4379562044,0.2985074627
0.4411764706,0.2985074627
0.4411764706,0.2985074627
0.4411764706,0.2985074627
0.4411764706,0.2985074627
0.4411764706,0.2985074627
0.4411764706,0.2985074627
0.437037037,0.2935323383
0.437037037,0.2935323383
0.4402985075,0.2935323383
0.4402985075,0.2935323383
0.4402985075,0.2935323383
0.446969697,0.2935323383
0.4503816794,0.2935323383
0.4609375,0.2935323383
0.4603174603,0.2885572139
0.4603174603,0.2885572139
0.464,0.2885572139
0.4677419355,0.2885572139
0.4715447154,0.2885572139
0.4715447154,0.2885572139
0.4715447154,0.2885572139
0.4672131148,0.2835820896
0.4628099174,0.2786069652
0.4666666667,0.2786069652
0.4661016949,0.2736318408
0.4661016949,0.2736318408
0.4661016949,0.2736318408
0.4661016949,0.2736318408
0.4615384615,0.2686567164
0.4568965517,0.263681592
0.452173913,0.2587064677
0.452173913,0.2587064677
0.4561403509,0.2587064677
0.4601769912,0.2587064677
0.4642857143,0.2587064677
0.4594594595,0.2537313433
0.4545454545,0.2487562189
0.4587155963,0.2487562189
0.4587155963,0.2487562189
0.4587155963,0.2487562189
0.4587155963,0.2487562189
0.4587155963,0.2487562189
0.4537037037,0.2437810945
0.4528301887,0.2388059701
0.4528301887,0.2388059701
0.4528301887,0.2388059701
0.4528301887,0.2388059701
0.4528301887,0.2388059701
0.4571428571,0.2388059701
0.4615384615,0.2388059701
0.4615384615,0.2388059701
0.4615384615,0.2388059701
0.4563106796,0.2338308458
0.4509803922,0.2288557214
0.4509803922,0.2288557214
0.4509803922,0.2288557214
0.4509803922,0.2288557214
0.4509803922,0.2288557214
0.4509803922,0.2288557214
0.4455445545,0.223880597
0.4455445545,0.223880597
0.4455445545,0.223880597
0.4455445545,0.223880597
0.44,0.2189054726
0.44,0.2189054726
0.4343434343,0.2139303483
0.4343434343,0.2139303483
0.4343434343,0.2139303483
0.4343434343,0.2139303483
0.4343434343,0.2139303483
0.4226804124,0.2039800995
0.4226804124,0.2039800995
0.4105263158,0.1940298507
0.4105263158,0.1940298507
0.3978494624,0.184079602
0.3978494624,0.184079602
0.3978494624,0.184079602
0.3978494624,0.184079602
0.3846153846,0.1741293532
0.3820224719,0.1691542289
0.3863636364,0.1691542289
0.3863636364,0.1691542289
0.3793103448,0.1641791045
0.3764705882,0.1592039801
0.3764705882,0.1592039801
0.369047619,0.1542288557
0.369047619,0.1542288557
0.369047619,0.1542288557
0.369047619,0.1542288557
0.369047619,0.1542288557
0.369047619,0.1542288557
0.369047619,0.1542288557
0.369047619,0.1542288557
0.369047619,0.1542288557
0.369047619,0.1542288557
0.369047619,0.1542288557
0.3614457831,0.1492537313
0.3614457831,0.1492537313
0.3658536585,0.1492537313
0.3658536585,0.1492537313
0.3658536585,0.1492537313
0.3658536585,0.1492537313
0.3703703704,0.1492537313
0.375,0.1492537313
0.375,0.1492537313
0.375,0.1492537313
0.375,0.1492537313
0.3670886076,0.144278607
0.3717948718,0.144278607
0.3717948718,0.144278607
0.3717948718,0.144278607
0.3717948718,0.144278607
0.3717948718,0.144278607
0.3717948718,0.144278607
0.3717948718,0.144278607
0.3717948718,0.144278607
0.3717948718,0.144278607
0.3717948718,0.144278607
0.3636363636,0.1393034826
0.3636363636,0.1393034826
0.3636363636,0.1393034826
0.3636363636,0.1393034826
0.3684210526,0.1393034826
0.3684210526,0.1393034826
0.36,0.1343283582
0.3648648649,0.1343283582
0.3648648649,0.1343283582
0.3648648649,0.1343283582
0.3561643836,0.1293532338
0.3561643836,0.1293532338
0.3561643836,0.1293532338
0.3561643836,0.1293532338
0.3561643836,0.1293532338
0.3472222222,0.1243781095
0.3472222222,0.1243781095
0.3472222222,0.1243781095
0.338028169,0.1194029851
0.338028169,0.1194029851
0.338028169,0.1194029851
0.338028169,0.1194029851
0.338028169,0.1194029851
0.3428571429,0.1194029851
0.3428571429,0.1194029851
0.3428571429,0.1194029851
0.3428571429,0.1194029851
0.3428571429,0.1194029851
0.3428571429,0.1194029851
0.3428571429,0.1194029851
0.3428571429,0.1194029851
0.3333333333,0.1144278607
0.3333333333,0.1144278607
0.3235294118,0.1094527363
0.3235294118,0.1094527363
0.3235294118,0.1094527363
0.3235294118,0.1094527363
0.3235294118,0.1094527363
0.328358209,0.1094527363
0.328358209,0.1094527363
0.328358209,0.1094527363
0.3333333333,0.1094527363
0.3333333333,0.1094527363
0.3384615385,0.1094527363
0.328125,0.1044776119
0.328125,0.1044776119
0.3064516129,0.0945273632
0.3064516129,0.0945273632
0.2950819672,0.0895522388
0.2950819672,0.0895522388
0.2950819672,0.0895522388
0.2833333333,0.0845771144
0.2833333333,0.0845771144
0.2833333333,0.0845771144
0.2833333333,0.0845771144
0.2711864407,0.07960199
0.2711864407,0.07960199
0.2711864407,0.07960199
0.2711864407,0.07960199
0.2711864407,0.07960199
0.2711864407,0.07960199
0.2711864407,0.07960199
0.2711864407,0.07960199
0.275862069,0.07960199
0.275862069,0.07960199
0.275862069,0.07960199
0.275862069,0.07960199
0.275862069,0.07960199
0.2807017544,0.07960199
0.2807017544,0.07960199
0.2807017544,0.07960199
0.2807017544,0.07960199
0.2807017544,0.07960199
0.2807017544,0.07960199
0.2857142857,0.07960199
0.2857142857,0.07960199
0.2857142857,0.07960199
0.2727272727,0.0746268657
0.2727272727,0.0746268657
0.2727272727,0.0746268657
0.2727272727,0.0746268657
0.2727272727,0.0746268657
0.2727272727,0.0746268657
0.2727272727,0.0746268657
0.2727272727,0.0746268657
0.2727272727,0.0746268657
0.2727272727,0.0746268657
0.2777777778,0.0746268657
0.2777777778,0.0746268657
0.2777777778,0.0746268657
0.2777777778,0.0746268657
0.2777777778,0.0746268657
0.2830188679,0.0746268657
0.2830188679,0.0746268657
0.2830188679,0.0746268657
0.2830188679,0.0746268657
0.2692307692,0.0696517413
0.2692307692,0.0696517413
0.2692307692,0.0696517413
0.2692307692,0.0696517413
0.2692307692,0.0696517413
0.2692307692,0.0696517413
0.2745098039,0.0696517413
0.2745098039,0.0696517413
0.2745098039,0.0696517413
0.2745098039,0.0696517413
0.26,0.0646766169
0.26,0.0646766169
0.26,0.0646766169
0.26,0.0646766169
0.26,0.0646766169
0.2653061224,0.0646766169
0.2653061224,0.0646766169
0.2653061224,0.0646766169
0.2708333333,0.0646766169
0.2708333333,0.0646766169
0.2708333333,0.0646766169
0.2708333333,0.0646766169
0.2708333333,0.0646766169
0.2708333333,0.0646766169
0.2708333333,0.0646766169
0.2708333333,0.0646766169
0.2553191489,0.0597014925
0.2553191489,0.0597014925
0.2553191489,0.0597014925
0.2553191489,0.0597014925
0.2608695652,0.0597014925
0.2444444444,0.0547263682
0.2444444444,0.0547263682
0.2444444444,0.0547263682
0.2444444444,0.0547263682
0.2444444444,0.0547263682
0.2444444444,0.0547263682
0.2444444444,0.0547263682
0.2444444444,0.0547263682
0.2444444444,0.0547263682
0.2444444444,0.0547263682
0.2444444444,0.0547263682
0.25,0.0547263682
0.25,0.0547263682
0.2558139535,0.0547263682
0.2558139535,0.0547263682
0.2558139535,0.0547263682
0.2558139535,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.2972972973,0.0547263682
0.3142857143,0.0547263682
0.3142857143,0.0547263682
0.3142857143,0.0547263682
0.3142857143,0.0547263682
0.3142857143,0.0547263682
0.3142857143,0.0547263682
0.3142857143,0.0547263682
0.3142857143,0.0547263682
0.2941176471,0.0497512438
0.2941176471,0.0497512438
0.2941176471,0.0497512438
0.2941176471,0.0497512438
0.2941176471,0.0497512438
0.2941176471,0.0497512438
0.303030303,0.0497512438
0.303030303,0.0497512438
0.303030303,0.0497512438
0.303030303,0.0497512438
0.3125,0.0497512438
0.3125,0.0497512438
0.3125,0.0497512438
0.3125,0.0497512438
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.2903225806,0.0447761194
0.3,0.0447761194
0.3,0.0447761194
0.3214285714,0.0447761194
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2962962963,0.039800995
0.2692307692,0.0348258706
0.2692307692,0.0348258706
0.2692307692,0.0348258706
0.2692307692,0.0348258706
0.2692307692,0.0348258706
0.2692307692,0.0348258706
0.2692307692,0.0348258706
0.2692307692,0.0348258706
0.2692307692,0.0348258706
0.2692307692,0.0348258706
0.25,0.0298507463
0.25,0.0298507463
0.25,0.0298507463
0.25,0.0298507463
0.25,0.0298507463
0.25,0.0298507463
0.25,0.0298507463
0.25,0.0298507463
0.2608695652,0.0298507463
0.2608695652,0.0298507463
0.2727272727,0.0298507463
0.2727272727,0.0298507463
0.2727272727,0.0298507463
0.2727272727,0.0298507463
0.2727272727,0.0298507463
0.2857142857,0.0298507463
0.2857142857,0.0298507463
0.2857142857,0.0298507463
0.2857142857,0.0298507463
0.2857142857,0.0298507463
0.2857142857,0.0298507463
0.2857142857,0.0298507463
0.3,0.0298507463
0.3,0.0298507463
0.3,0.0298507463
0.3333333333,0.0298507463
0.3333333333,0.0298507463
0.3333333333,0.0298507463
0.3333333333,0.0298507463
0.3333333333,0.0298507463
0.3333333333,0.0298507463
0.3333333333,0.0298507463
0.3333333333,0.0298507463
0.3529411765,0.0298507463
0.4,0.0298507463
0.4,0.0298507463
0.4,0.0298507463
0.4,0.0298507463
0.4,0.0298507463
0.4,0.0298507463
0.4,0.0298507463
0.3571428571,0.0248756219
0.3846153846,0.0248756219
0.3846153846,0.0248756219
0.3846153846,0.0248756219
0.3846153846,0.0248756219
0.3846153846,0.0248756219
0.3846153846,0.0248756219
0.3846153846,0.0248756219
0.3846153846,0.0248756219
0.3333333333,0.0199004975
0.3333333333,0.0199004975
0.3333333333,0.0199004975
0.3333333333,0.0199004975
0.3333333333,0.0199004975
0.3333333333,0.0199004975
0.3333333333,0.0199004975
0.3636363636,0.0199004975
0.4,0.0199004975
0.4,0.0199004975
0.4,0.0199004975
0.4,0.0199004975
0.4,0.0199004975
0.4,0.0199004975
0.4444444444,0.0199004975
0.5,0.0199004975
0.5,0.0199004975
0.5,0.0199004975
0.5,0.0199004975
0.5,0.0199004975
0.5,0.0199004975
0.5,0.0199004975
0.5,0.0199004975
0.5,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5714285714,0.0199004975
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.5,0.0149253731
0.4,0.0099502488
0.4,0.0099502488
0.4,0.0099502488
0.4,0.0099502488
0.4,0.0099502488
0.5,0.0099502488
0.5,0.0099502488
0.5,0.0099502488
0.5,0.0099502488
0.5,0.0099502488
0.5,0.0099502488
0.5,0.0099502488
0.5,0.0099502488
0.5,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.6666666667,0.0099502488
0.5,0.0049751244
0.5,0.0049751244
0.5,0.0049751244
0.5,0.0049751244
0.5,0.0049751244
0.5,0.0049751244
0.5,0.0049751244
0.5,0.0049751244
1,0.0049751244
1,0.0049751244
1,0.0049751244
1,0.0049751244
1,0.0049751244
1,0.0049751244
1,0.0049751244
1,0.0049751244
1,0.0049751244
1,0.0049751244
